ID;A_LECTIVO;CURSO_SIGLA;CODIGO;NOME;PERIODO;ESTADO;RESULTADO;ESTADO_RESULTADO;ANO_CURRICULAR
397;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
398;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
399;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
400;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;11;V;1
400;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
401;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
402;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;10;V;1
402;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
403;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
404;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
404;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
405;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
406;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
407;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;10;V;1
408;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
409;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
410;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
411;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
440;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
412;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
412;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
413;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
414;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
415;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
416;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
417;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
417;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
419;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
420;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
421;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;10;V;1
421;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
422;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
423;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
424;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
424;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
425;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
426;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
427;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
428;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
429;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
430;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
431;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
432;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;R;N;1
184;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;F;N;1
433;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
434;2009;MI:ERS;F152;Elementos de Mecânica e Electricidade;2S;V;S;N;1
211;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;12;V;2
114;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
212;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;13;V;2
282;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
282;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
244;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
244;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
214;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
214;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
215;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
215;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
117;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
117;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
186;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
196;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
118;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
118;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
119;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
119;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
10;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
187;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
124;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
206;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
127;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
14;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
14;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
245;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
128;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
129;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
218;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
132;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
134;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
219;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
197;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
136;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
18;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
137;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
138;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
139;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
220;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
220;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
140;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
141;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
142;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
21;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
143;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
225;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
145;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
147;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
148;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
193;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
25;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
26;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
27;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
231;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
201;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
232;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
202;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
249;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
249;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
348;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
150;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
151;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
156;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
159;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
159;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
160;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
161;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
161;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
297;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;15;V;2
297;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
165;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
241;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
204;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
166;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
166;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
31;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
205;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
441;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
33;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
167;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
195;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
210;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
435;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;15;V;2
435;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
436;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
357;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
357;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
443;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
443;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
170;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
35;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
36;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
174;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
174;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
37;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
37;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
39;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
40;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
42;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
43;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
44;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
45;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
48;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;13;V;2
48;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
51;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
53;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
54;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
55;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
55;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
57;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
57;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
58;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
59;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
59;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
61;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
62;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;13;V;2
67;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
67;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
69;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
70;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
70;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
71;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
72;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
73;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
73;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
78;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
83;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
83;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
84;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
85;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
85;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
94;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
94;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
95;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
102;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
104;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
104;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
105;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;10;V;2
105;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
107;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
107;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
108;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
177;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;F;N;2
177;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;R;N;2
180;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;11;V;2
440;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
184;2009;MI:ERS;F161;Electrónica Digital e Circuitos;1S;V;S;N;2
190;2009;MI:ERS;G112;Elementos de Geologia;1S;V;13;N;1
190;2009;MI:ERS;G112;Elementos de Geologia;1S;V;14;V;1
282;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;13;V;5
282;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
330;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
296;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;17;V;5
246;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;13;V;5
246;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
246;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;R;N;5
284;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;13;V;5
284;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
265;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;18;V;5
265;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
234;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;13;V;5
234;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
348;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;14;V;5
266;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;12;V;5
266;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
253;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;14;V;5
253;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
267;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;12;V;5
268;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;15;V;5
255;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;14;V;5
255;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
238;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
444;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
297;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;16;V;5
269;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;16;V;5
269;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
259;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;14;V;5
259;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
298;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;15;V;5
295;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;13;V;5
448;2009;MI:ERS;GEST400;Gestão e Empreendedorismo;1S;V;F;N;5
114;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
7;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
196;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
196;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
119;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
119;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
120;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
124;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
12;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
12;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
14;2009;MI:ERS;M191;Matemática I;1S;V;12;V;1
128;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
16;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
17;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
134;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
349;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
192;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
192;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
139;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
140;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
140;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
19;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
20;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
20;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
142;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
143;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
23;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
24;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
350;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
351;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
159;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
159;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
160;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
352;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
29;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
166;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
166;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
33;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
353;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
354;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
355;2009;MI:ERS;M191;Matemática I;1S;V;16;V;1
435;2009;MI:ERS;M191;Matemática I;1S;V;14;V;1
436;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
436;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
437;2009;MI:ERS;M191;Matemática I;1S;V;12;V;1
437;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
356;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
357;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
438;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
439;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
439;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
358;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
359;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
170;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
171;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
34;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
35;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
36;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
172;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
38;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
39;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
39;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
40;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
41;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
42;2009;MI:ERS;M191;Matemática I;1S;V;11;V;1
43;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
43;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
44;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
45;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
47;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
49;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
50;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
51;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
51;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
52;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
53;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
55;2009;MI:ERS;M191;Matemática I;1S;V;11;V;1
55;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
58;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
59;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
61;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
63;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
64;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
65;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
67;2009;MI:ERS;M191;Matemática I;1S;V;12;V;1
68;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
68;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
70;2009;MI:ERS;M191;Matemática I;1S;V;11;V;1
74;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
74;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
75;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
77;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
78;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
78;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
79;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
80;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
83;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
84;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
85;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
89;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
91;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
92;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
92;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
96;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
97;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
98;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
100;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
101;2009;MI:ERS;M191;Matemática I;1S;V;S;N;1
102;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
104;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
105;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
107;2009;MI:ERS;M191;Matemática I;1S;V;11;V;1
107;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
361;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
362;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
362;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
363;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
364;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
365;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
366;2009;MI:ERS;M191;Matemática I;1S;V;10;V;1
367;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
368;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
369;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
370;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
371;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
372;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
373;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
373;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
374;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
374;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
375;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
375;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
376;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
377;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
378;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
379;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
380;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
381;2009;MI:ERS;M191;Matemática I;1S;V;R;N;1
382;2009;MI:ERS;M191;Matemática I;1S;V;F;N;1
